50.2961387;18.6781311
50.2950421;18.6817360
50.2931778;18.6964989
50.2910940;18.6935806
50.2907650;18.6956406
50.2893393;18.6992455
50.2874747;18.7045670
50.2856101;18.7088585
50.2834164;18.7116051
50.2810031;18.7155533
50.2795771;18.7210464
50.2795771;18.7273979
50.2800159;18.7340927
50.2813322;18.7373543
50.2831047;18.7407403
50.2842939;18.7442207
50.2852262;18.7490273
50.2855553;18.7523746
50.2860488;18.7558079
50.2864327;18.7588120
50.2862134;18.7621593
50.2855004;18.7647343
50.2850617;18.7662792
50.2850617;18.7681675
50.2851165;18.7716007
50.2856650;18.7737465
50.2864876;18.7761497
50.2875296;18.7791538
50.2891199;18.7812138
50.2908199;18.7833595
50.2911489;18.7878227
50.2919166;18.7924576
50.2925746;18.7967491
50.2929036;18.8004398
50.2935068;18.8037872
50.2938906;18.8079929
50.2930681;18.8107395
50.2927939;18.8139153
50.2932874;18.8187218
50.2936713;18.8217258
50.2940551;18.8238716
50.2948228;18.8261890
50.2959742;18.8290215
50.2971805;18.8316822
50.2978384;18.8364029
50.2982770;18.8404369
50.2987705;18.8442135
50.2985512;18.8503075
50.2987157;18.8527966
50.2988801;18.8551140
50.2988253;18.8576889
50.2989898;18.8610363
50.2995381;18.8634396
50.2999767;18.8654137
50.3003056;18.8692760
50.3004153;18.8716793
50.3003604;18.8739967
50.3003604;18.8761425
50.3000315;18.8788033
50.2986608;18.8821507
50.2975094;18.8849831
50.2968515;18.8873863
50.2966322;18.8907337
50.2964677;18.8925362
50.2961387;18.8968277
50.2959742;18.8994884
50.2959742;18.9036083
50.2967967;18.9079857
50.2966322;18.9131355
50.2962484;18.9175987
50.2959742;18.9191437
50.2953162;18.9223194
50.2947131;18.9237785
50.2935068;18.9268684
50.2918069;18.9293575
50.2898876;18.9321899
50.2889005;18.9333057
50.2879683;18.9345074
50.2871457;18.9364815
50.2864876;18.9388847
50.2860488;18.9405155
50.2845681;18.9496
50.2836906;18.9452362
50.2827582;18.9482403
50.2817161;18.9502144
50.2805643;18.9521885
50.2791931;18.9539051
50.2783704;18.9555359
50.2774379;18.9568233
50.2766151;18.9582825
50.2748598;18.9607716
50.2738724;18.9639473
50.2735432;18.9680672
50.2734335;18.9699554
50.2727752;18.9722729
50.2716232;18.9733887
50.2710198;18.9739895
50.2710198;18.9749336
50.2721170;18.9748478
50.2733787;18.9757919
50.2739821;18.9761353
50.2740918;18.9775085
50.2740918;18.9785385
50.2740918;18.9802551
50.2738724;18.9807701
50.2743112;18.9809418
50.2747501;18.9811134
50.2751340;18.9818859
50.2750792;18.9830661
50.2751203;18.9837420
50.2753329;18.9843428
50.2755180;18.9843535
50.2757649;18.9841819
50.2758951;18.9841175
50.2762037;18.9841175
50.2764025;18.9842784
50.2762723;18.9847612
50.2760323;18.9853084
50.2758060;18.9857805
50.2755317;18.9863062
50.2753260;18.9867783
50.2750655;18.9872074
50.2745444;18.9879799
50.2741741;18.9884734
50.2737764;18.9890099
50.2732141;18.9898038
50.2729810;18.9902973

